experiment_id,timestamp,suite,config,error_message
unknown,2025-05-11T10:10:19.661447,grid,"{""config_name"": ""num_processes_1_batching_2_precision_int4_temp_0.8_topp_0.8_latency_bursty_0.4_0.5_i6_s16"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 2, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": true, ""burst_interval"": 6.0, ""burst_size"": 16}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.8, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 2, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.8, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""bursty_0.4_0.5_i6_s16""}}","Attempt 1: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmpd0llvbxz.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:10:28.894977,grid,"{""config_name"": ""num_processes_1_batching_2_precision_int4_temp_0.8_topp_0.8_latency_bursty_0.4_0.5_i6_s16"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 2, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": true, ""burst_interval"": 6.0, ""burst_size"": 16}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.8, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 2, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.8, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""bursty_0.4_0.5_i6_s16""}}","Attempt 2: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmphw9z54f6.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:10:38.088923,grid,"{""config_name"": ""num_processes_1_batching_2_precision_int4_temp_0.8_topp_0.8_latency_bursty_0.4_0.5_i6_s16"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 2, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": true, ""burst_interval"": 6.0, ""burst_size"": 16}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.8, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 2, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.8, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""bursty_0.4_0.5_i6_s16""}}","Attempt 3: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmplr2s513j.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:10:49.287774,grid,"{""config_name"": ""num_processes_1_batching_32_precision_int4_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 32, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 32, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 1: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmptbv5v7f6.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:10:58.448749,grid,"{""config_name"": ""num_processes_1_batching_32_precision_int4_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 32, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 32, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 2: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmpqb4o6cva.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:11:07.651128,grid,"{""config_name"": ""num_processes_1_batching_32_precision_int4_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 32, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float16"", ""quantization_config"": {""quantization"": true, ""load_in_8bit"": false, ""load_in_4bit"": true, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 32, ""precision"": ""int4"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 3: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmpu8syg_al.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:11:18.861047,grid,"{""config_name"": ""num_processes_1_batching_8_precision_fp32_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 8, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float32"", ""quantization_config"": {""quantization"": false, ""load_in_8bit"": false, ""load_in_4bit"": false, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 8, ""precision"": ""fp32"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 1: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmp9756jfsm.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:11:28.055070,grid,"{""config_name"": ""num_processes_1_batching_8_precision_fp32_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 8, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float32"", ""quantization_config"": {""quantization"": false, ""load_in_8bit"": false, ""load_in_4bit"": false, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 8, ""precision"": ""fp32"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 2: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmp5ruw03u5.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:11:37.202449,grid,"{""config_name"": ""num_processes_1_batching_8_precision_fp32_temp_0.0_topp_0.8_latency_const_0.4_0.5"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 1, ""batching_options"": {""batch_size___fixed_batching"": 8, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.4, ""delay_max"": 0.5, ""simulate_burst"": false, ""burst_interval"": 0.0, ""burst_size"": 0}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.0, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float32"", ""quantization_config"": {""quantization"": false, ""load_in_8bit"": false, ""load_in_4bit"": false, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 1, ""batching_options.batch_size___fixed_batching"": 8, ""precision"": ""fp32"", ""decoder_config.decoder_temperature"": 0.0, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""const_0.4_0.5""}}","Attempt 3: Command '['accelerate', 'launch', '--num_processes', '1', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmp5idp1pqt.json', '--launched']' returned non-zero exit status 1."
unknown,2025-05-11T10:11:48.382822,grid,"{""config_name"": ""num_processes_3_batching_16_precision_fp32_temp_0.8_topp_0.8_latency_bursty_0.1_0.2_i6_s8"", ""suite"": ""grid"", ""controlled_variation"": {}, ""scenario_info"": {}, ""cycle_id"": 1, ""model_name"": ""meta-llama/Llama-3.2-1B"", ""is_encoder_decoder"": false, ""task_type"": ""text_generation"", ""inference_type"": ""pure_generative"", ""gpu_list"": [0, 1, 2, 3], ""backend"": ""pytorch"", ""save_outputs"": true, ""max_input_tokens"": 128, ""max_output_tokens"": 128, ""min_output_tokens"": 128, ""num_input_prompts"": 128, ""decode_token_to_text"": true, ""num_processes"": 3, ""batching_options"": {""batch_size___fixed_batching"": 16, ""adaptive_batching"": false, ""adaptive_max_tokens"": 0, ""max_batch_size___adaptive_batching"": 0}, ""sharding_config"": {""fsdp_config"": {""use_orig_params"": false, ""cpu_offload"": false}, ""sharding_strategy"": ""NO_SHARD""}, ""query_rate"": 1.0, ""latency_simulation"": {""simulate"": true, ""delay_min"": 0.1, ""delay_max"": 0.2, ""simulate_burst"": true, ""burst_interval"": 6.0, ""burst_size"": 8}, ""decoder_config"": {""decoding_mode"": null, ""decoder_temperature"": 0.8, ""decoder_top_k"": null, ""decoder_top_p"": 0.8}, ""fp_precision"": ""float32"", ""quantization_config"": {""quantization"": false, ""load_in_8bit"": false, ""load_in_4bit"": false, ""cached_flops_for_quantised_models"": 52638582308864}, ""grid_variation"": {""num_processes"": 3, ""batching_options.batch_size___fixed_batching"": 16, ""precision"": ""fp32"", ""decoder_config.decoder_temperature"": 0.8, ""decoder_config.decoder_top_p"": 0.8, ""latency"": ""bursty_0.1_0.2_i6_s8""}}","Attempt 1: Command '['accelerate', 'launch', '--num_processes', '3', '/home/228755@hertie-school.lan/thesis/MAIN_a_single_experiment.py', '--config', '/tmp/tmpjp8sacpc.json', '--launched']' returned non-zero exit status 1."
